query name,avg_round
convert time value to calendar field values,0.0
compare shapegraphicattribute to object,0.0
move cursor to end of this resultset object,0.0
set copy of this local variable to value,0.0
return hash code value for timestamp,0.0
return annotation(s ) for type,0.0
obtain period for chronology,0.0
set resizingcolumn to acolumn,0.0
log method entry with parameter,0.0
return copy of this offsetdatetime with year,0.0
register object as object,0.0
add component to container,1.6
deny knowledge about class of the bean,0.0
update checksum with array of bytes,1.0
create border with look,1.0
return size of the viewport for view component,0.0
convert ip address to string,0.0
remove mapping for key,1.0
obtain time from system clock,1.0
return space between cells,0.0
create relation type with role,0.0
return copy of this offsettime with number of minutes,0.0
return string including information,0.0
decode ssl tls network data into sequence of plaintext application data buffers,0.0
remove preview panel from ui delegate,0.0
attach listeners to jtable,0.0
obtain input stream from url,0.0
read data from input,0.0
treat case as insensitive,0.0
add attribute to element,0.0
write attribute to stream,1.0
create focus listener for handling,0.0
return copy of this offsetdatetime with number of days,0.0
test filetime for equality,0.0
remove interest in types of controller event,0.0
apply valueexp on mbean,0.0
determine span for view,1.0
retrieve context for resolving,0.0
create file system resources as such,0.0
compare object to object,1.75
return hash code value for uri,0.0
return time format for iso chronology,0.0
return position in serialclob object,0.0
convert array of bytes into instance of class class,1.0
return color alpha components for pixel,0.0
remove event listener from list of registered listeners,0.0
parse string argument as decimal,0.0
return value in copy of this local variable,0.0
return margin between border,0.0
write idl corba::object value to output stream,0.0
initialize agreement with key,0.0
register listener for propertychange event,0.0
return string table for class mediasizename,0.0
specify html as string,1.0
establish connection with data source,0.0
remove value from attribute,0.0
return input verifier for component,0.0
set rootpane object for window,0.0
pass in with object reference,0.0
provide access to days,0.0
support data manipulation statements within transaction,0.0
return intstream with array,0.0
set position in sequence,0.0
set contentpane property for window,0.0
convert argument to long,1.0
send changeevent with jtabbedpane,0.0
return number of items including separators,0.0
register channel with selector,1.0
return index of the character at start of the logical run,0.0
create strategy for multi,0.0
emit start tag for paragraph,0.0
return path for row,0.0
return string representation of this bigdecimal without field,0.0
set timeout to timeout,0.0
create unmarshalexception from saxexception,0.0
render caret as line,0.0
acquire permit from semaphore,1.0
create ui for jrootpane,0.0
remove element from list,1.0
return copy of this instant in seconds,0.0
return item in list,0.0
obtain instance of timestamp with year,0.0
return value for oid,0.0
add value to count,0.0
add component to layout,1.0
find class with name,1.0
split string around matches of the given regular expression,0.0
return number in sequence,1.0
set compression quality to value,0.0
return element in set,1.0
read bytes from stream,1.778
set description text of the specified column in table,0.0
invoke getrootview method on ui,0.0
set parameter in command,0.0
return specifier for image format,0.0
move cursor to conflict row,0.0
remove actionlistener from button,0.0
separate subpatterns in pattern,0.0
return stream of pseudorandom long values from generator,0.0
return string version of this size attribute in units,0.0
open file for reading,1.0
return value at index,0.0
remove itemlistener from model,0.0
add imageconsumer to list of interested consumers,1.0
generate hash code for qname,0.0
set endpointname as wsam,0.0
read attribute in stream,0.0
set value of the indexed component of the specified array object to value,0.0
install state from style,0.0
invoke getacceptallfilefilter method on ui,0.0
return hash code for manifest,0.0
return point in coordinates of the component,0.0
return jmenubar for jinternalframe,0.0
reset stream to mark,1.0
return output stream for socket,0.0
remove attribute from attribute,1.0
return enumeration value table for class,0.0
return dynany for component,0.0
give hint as to direction,0.0
set time as unit,1.0
add point to path,1.0
perform transformation from accumulation type,0.0
get insets from jcombobox,0.0
return list of certificates in certification path,0.0
return number of bits in representation of this biginteger,0.0
focus component before acomponent,0.0
create basicfilechooserui implementation for component,0.0
create soapmessage object with default soappart,0.0
construct encoder for charset,0.0
initialize cipher with key,0.0
return longstream with range of the specified array,0.0
drain data in objectoutputstream,0.0
remove tie from table,0.0
convert bigdecimal to biginteger,1.0
invoke method on ui,1.0
handle mouse drag in menu,0.0
remove listener from list,1.0
produce method handle to type,0.0
decode string into integer,0.0
retrieve locator for warning error,0.0
set username property for object,0.0
move component to index,0.0
